text,BIO_anno,class
"我现在也是懵圈当中，之前稳定三个月一提,自从授权后，翻车6个月了，临时一直有，固定没有，我现很矛盾，关了它就害怕错过提额，开着呢，只给临时没固定，6个月这个时间段...",O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2
120已经收到了，健身银行的,O O O O O O O O O O O O O O,2
负债太高，40估计是90+,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
楼主，下卡多久出的临时？用了百分之多少的额度？,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O,2
填写资料时填写了车牌号，单位电话因为单位没有座机填的0000-00000000。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我没说要上门，但是我只是叫我告我，我怕他么,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
稳了我感觉最低都有3.8万以上,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
小白求助，关于香格里拉白金卡积分吃饭之前貌似看到过大神在香格里拉用积分结账吃饭还可以开发票的嘛？今天经理说积分不可以开票，姿势不对？其实理论讲积分也是等同现金消费的呀,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
我也还没提，96000了再提一次就破10万了，这一次如果提额了运气好12.4万，运气差提到11万左右,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
续卡不是首卡,O O O O B-PRODUCT I-PRODUCT,2
工行19行还能下？,B-BANK I-BANK O O O O O O O,2
你是分期付款。?,O O B-PRODUCT I-PRODUCT O O O O,2
是不是过段时间会好点？我的意思是不是新卡就是018,O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT O O O O O,2
额度高有屁用，就好像借了不还似的！,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ O O O O O O O O O O O O,0
民生标白提额是很看重分期的??当年我使用标白的时候??没怎么用。后来直接取现申请的香格里拉??下卡起步6...,B-BANK I-BANK B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O,2
我前两次也都是5k今天提了1w，兴业的,O O O O O O O O O O O O O O O O B-BANK I-BANK O,2
毫无头绪，都不知道从哪里开始，一身菜卡。想注销几个,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O,0
想问一下迷你白和无界白有什么区别？和生肖卡有什么区别。希望大佬能解答一下,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O,2
网点办卡都不过，你这资质差太远。放弃大妈行吧，过个三五年（年龄大有用）或者有很多砖了，再回来申,O O O B-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
为什么五天了不出结果呢，可能是黄了，招行就是坑,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O,0
我刚查了下，我建行储蓄卡的明细，上个月，3月1日白天我主动还款1万3，还了当月房贷，剩下几十块信用卡扣除，还款日当天也可以主动还款的，我还记成前面几天还的了。哎，...,O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
小昭不到60k不申卡,O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
我自己的征信被重新确认了，有的人根本没降,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ,2
你这真的太好选了。交行和浦发不要了。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O B-BANK I-BANK O O O O,2
按规定私行卡要1000万，但很多地方600万就可以开，如果像我这种白名单电话邀请办理的就没有资产要求了。,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
鼎极白开卡后，打电话销了这两个卡，DIY卡多选了2项年58元，不能自选还不能取消订制，只有销了它。,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
有工行首卡普卡的，想申请二卡金卡被拒,O B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O,2
12行200万，还有什么卡办不下来，霸气不,O O O O O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我也是。就是这半个月的事。可有还有宁波上海渤海几家的分期，瑟瑟发抖。不知道老邮会不会也堕落。,O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
建行热购金28k,B-BANK I-BANK O O O O O O,2
他申请的是白金卡，当然不好申请!,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
可以跟银联单标芯片卡一样线下插卡挥卡刷啊,O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
提固额是不是稳了,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
我的10天了还没动静呢，兴业银行的,O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2
初审就是终极审判了，最高审判。。。。。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
超简单的事，就打电话说你这两个月在出差中。只怕没卡，正常使用，不怕续不了卡。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O O O B-PRODUCT O,2
哎，生气，每次提额都坑,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
一般出现代码都是在申请的时候，直接申请不了.像你这种额度已经出了基本可以提现这步了再有错误代码，没了解过怎么回事.你就是分期什么的全部选好了，条款也同意了，就是...,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O,2
预祝下卡，顺便问下用什么进件的？,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
看了建行是你的真爱了！不过建行确实好用！,O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
降卡1万，四年没提了,B-COMMENTS_ADJ B-PRODUCT O O O O O O O O,2
分期还完再申卡，然后再车贷试试。,B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O,2
都说中信不好提招商好提??我是中信提招商不提,O O B-BANK I-BANK O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O B-BANK I-BANK O O,2
稳了，叫业务员来帮你激活吧，不用自己跑去银行,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
就别人的转账啊，才800多块，金额也不大,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
手机闪付多好用，话说我就是一直二维码，咋了？,O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
看他们都说N行下卡，我以为现在建行不限制行数了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O O O O O,2
要看你具体情况的，你这样说太笼统了,O O O O O O O O O O O O O O O O O,2
淄博，星期一银监会，大不了以后不来往了,O O O O O O O O O O O O O O O O O O O,2
啥活动，兴业最近是啥活动,O O O O B-BANK I-BANK O O O O O O,2
签名不是停止申卡么,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
你是逾期协商还是？我没逾期，但进了黑屋，不让分期，每个月只能够还最低，利息1000左右，坑的不要不要的。想协商给与分期啊。有没有成功的大神指点一二？...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,0
等毕业吧。学校这些单位是交社保等的??学生的都查不到，毕业了就可以提的快了，额度就不用担心了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我也是上午申请下午来短信通过，也是b卡，不过我的额度没你高。恭喜了,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
看你签名，感觉可能是其他行授信过高,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
可以自己出钱用更快的快递服务。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
真不好说，我86000-96000幅度只有12%，96000-120000提升幅度25%,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
工行额度挺高额！,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
外包多久？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
听说是购房合同，产权证，身份证，建行卡,O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT,2
交行_197k　民生_217k　中行_125k　工行_158k,B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O,2
怕毛，你也不是挪到别的地方套不出来了??要还钱就还他就是了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
以前的金卡额度多少升级的,O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
首卡，额度可以了,B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O,2
visa数字简约白金卡办一张。,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
我3000-10000-18000-24000，这是我的额度提升过程,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
每期账单刷多少笔？账单刷百分之多少？,O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
33天？网申只要3小时,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
这么严的吗，招商也是同时逾期的，还了还能用,O O B-COMMENTS_ADJ O O O B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
不知道，没钱只能涨?,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O,2
他不会二卡给你申了白金吧，,O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
现在借记卡管得严。你下次直接说想办个工资卡就行了。有个工作证明就没问题,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
如果发送号码正确！那一定就是对了，太开心了吧,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
楼主做的什么理财啊？可以超过融e借的利息,O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N,2
被风控本地客服会电话提醒马上还上，不还就会送报上级挨罚,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2
真的假的啊，我被套路大白金2000年费，下卡都才1万多。销卡了,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
15个月没提了,O O O O O O O,2
我的现在是出来了，但是额度还是没有办法提升啊,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
重审了，希望这次额度可以高点,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
我秒过app申请61000。。额度还行吧,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
分期通和提额没有关系的，想想得了,B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
广发：高铁白85K,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
可以找三方公司处理啊，我都协商分期下来了,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
三蓝连小黑都不能算,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
可以升级，继续提额，鸟白可以用起来,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O,2
我分了三期能提额吗,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
是吗？那是我记错了？因为我是中信和邮储一起申请的，可能是邮储信用卡需要填写这些信息吧！你能不能截图给我看看中信网申都要写哪些资料啊...,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-BANK I-BANK O O O O O O O O O O O O O,2
个例罢了，每个人情况不一样，你可以打你工行客服问问,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O,2
你这利息够低,O O B-COMMENTS_N I-COMMENTS_N O O,2
我也刚提，招行的67-91k,O O O O O B-BANK I-BANK O O O O O O O,2
固定收益类资产主要包括了银行定期存款、协议存款、国债、金融债、企业债、可转换债券等等。这类资产都有一个特征：具备到期还本付息，利息在一定时间内相对「固定」的特性。,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
8k能干嘛，额度低的可怜,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
建行不是可以超额消费百分之多少的么，你为啥不行？,B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
装修贷款我也能批，但是要回房贷地去走流程，繁琐，不如分期通好，利率都是0025左右吧，目前我分期通是004,O O B-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
下卡虽然不是最容易的，但是相对于四大行来说，算是很容易的了；,B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
一样同时申请了四张已经拒签了一张还有三张在申请已受理,O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O,2
到了要削一张吗，注销了安心些,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
你申请的哪个卡？？能曲线？等待你的消息,O O O O O O B-PRODUCT O O O O O O O O O O O O,2
三是一些第三方支付机构接受的交易不再积点，所以,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
我也是一直被拒，不懂原因，而且都是秒拒,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
不会吧？月入15k不可能才这点啊？申卡太频繁了,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
年化5.68%还算可以，去外面大额套出来不好，容易封卡,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT,2
理财经理叫我这样试的，我一次借二十九，限额了我，就叫我分三次试的，试完存进去,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
想多了，所有银行电话我都不接，没见降额封卡的,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O,2
你的账单高吗？是空的卡？网上快速支付，如刷脸、触摸、flash支付,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
我自己的车险是金级新客户。我觉得额度应该不会低,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
一般我弄卡都会搞清楚要不要卡面费现在的银行卡??稍微好看一点的就是要卡面费的,O O O O B-PRODUCT O O O O O O O O B-PRODUCT O O O O O O O B-PRODUCT O O O O O O O O O O O O B-PRODUCT O O O,2
怎么买这个，在掌上生活 买么,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
会不会是因为这个影响的？好烦躁啊,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
是不是可以销卡了,O O O O O B-COMMENTS_N I-COMMENTS_N O,2
直接网上申请。?民生普遍不错，筹集的金额也比较稳定,O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
为啥啊，我的额度还这么点,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
具体怎么用是刷出自动分期还是,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O,2
听说招行二审还要在再查一次征信关键它初审过后这几天我又申请过其它五六个银行征信都有记录……要它二审再查感觉有点悬了呀??...,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我小卡怎么了？看不起？最少我没有赖账不还，没有逾期，没有被催收？,O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
老哥，打公司电话吗,O O O O O O O O O,2
等等，我卡到了，还没发现什么进展。焦虑,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
半年没申了啊，不想搞了，感觉不能成功,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
兴业银行偷偷给我办了一张准贷记卡，要不是我查了信报现在还被蒙呢,B-BANK I-BANK I-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
